Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
Anomalía de la temperatura media de las mínimas;CORDOBA;1.2;2.6;1.2;2.2;2.5;0.0;2.7;0.7;0.5;-1.5;2.4;0.6;1.3
Anomalía de la temperatura media de las mínimas;CUENCA;1.1;2.6;1.5;2.8;2.3;0.2;1.9;0.7;0.2;-1.7;1.6;0.1;1.1
Anomalía de la temperatura media de las mínimas;GIPUZKOA;0.7;2.9;0.1;3.5;1.9;0.1;0.1;0.6;0.2;-0.9;1.3;0.8;1.0
Anomalía de la temperatura media de las mínimas;GIRONA;1.1;3.0;1.1;1.9;2.5;0.1;1.2;1.1;0.2;-1.6;1.5;0.0;1.0
Anomalía de la temperatura media de las mínimas;GRANADA;1.0;2.5;1.6;1.9;2.8;0.7;2.2;1.5;0.8;-1.3;2.0;0.4;1.4
Anomalía de la temperatura media de las mínimas;GUADALAJARA;1.6;3.2;2.0;3.6;2.7;0.6;2.0;1.2;0.5;-1.0;2.1;1.0;1.6
Anomalía de la temperatura media de las mínimas;HUELVA;1.1;2.5;0.5;1.8;2.5;-0.2;2.3;0.5;0.5;-1.2;2.2;0.7;1.1
Anomalía de la temperatura media de las mínimas;HUESCA;1.0;3.1;1.4;3.0;2.8;0.1;1.0;1.0;0.0;-1.6;1.6;0.4;1.2
Anomalía de la temperatura media de las mínimas;JAEN;0.6;2.7;1.2;1.9;2.6;0.4;2.5;0.9;0.5;-1.4;1.9;-0.1;1.2
Anomalía de la temperatura media de las mínimas;LA RIOJA;0.3;2.1;0.4;3.0;2.5;0.0;0.6;0.6;0.2;-0.8;0.9;0.9;0.9
Anomalía de la temperatura media de las mínimas;LAS PALMAS;-0.1;2.0;0.1;0.7;1.2;1.0;1.1;1.0;1.0;0.5;0.9;0.1;0.8
Anomalía de la temperatura media de las mínimas;LEON;1.4;3.0;1.2;3.6;2.8;-0.2;1.7;0.7;0.7;-0.4;2.1;0.8;1.4
Anomalía de la temperatura media de las mínimas;LLEIDA;1.6;3.1;1.4;2.6;2.5;-0.3;0.3;0.5;0.1;-1.8;1.9;0.2;1.0
Anomalía de la temperatura media de las mínimas;LUGO;1.7;3.4;1.0;3.3;3.1;0.2;1.2;1.0;1.4;0.5;2.0;1.2;1.6
Anomalía de la temperatura media de las mínimas;MADRID;1.2;2.5;1.4;2.6;2.6;0.1;2.4;0.7;0.5;-1.1;2.1;1.0;1.4
Anomalía de la temperatura media de las mínimas;MALAGA;1.0;2.8;1.2;1.1;1.9;0.3;1.7;1.0;0.7;-1.3;2.1;0.4;1.1
Anomalía de la temperatura media de las mínimas;MELILLA;0.0;1.8;1.3;0.8;1.7;0.7;1.4;1.7;1.0;-0.5;0.8;0.4;1.0
Anomalía de la temperatura media de las mínimas;MURCIA;0.0;2.0;1.4;1.3;1.6;0.1;0.8;0.8;-0.3;-1.8;1.4;-0.2;0.6
Anomalía de la temperatura media de las mínimas;NAVARRA;0.5;2.2;0.4;3.1;2.4;0.0;0.4;0.7;0.3;-1.0;0.8;1.0;0.9
Anomalía de la temperatura media de las mínimas;OURENSE;1.0;3.0;0.5;2.7;3.0;-0.3;1.5;0.0;0.3;-0.3;1.9;0.6;1.2
Anomalía de la temperatura media de las mínimas;PALENCIA;1.3;2.9;0.7;3.5;2.3;-0.3;1.2;0.4;0.5;-1.0;1.6;0.7;1.1
Anomalía de la temperatura media de las mínimas;PONTEVEDRA;1.2;3.1;0.8;2.4;3.0;0.4;1.6;0.7;0.9;0.2;1.6;0.7;1.4
Anomalía de la temperatura media de las mínimas;SALAMANCA;1.1;2.4;0.8;2.4;2.4;-0.3;1.9;-0.1;0.0;-1.1;2.1;0.7;1.0
Anomalía de la temperatura media de las mínimas;SANTA CRUZ DE TENERIFE;-0.1;2.7;0.2;0.4;1.4;0.5;1.8;1.0;1.5;0.6;0.9;-0.2;0.9
Anomalía de la temperatura media de las mínimas;SEGOVIA;1.3;3.4;1.6;2.9;2.9;0.4;2.2;1.1;1.1;-0.5;2.8;1.2;1.7
Anomalía de la temperatura media de las mínimas;SEVILLA;1.0;2.9;0.9;1.9;2.5;0.1;2.7;1.0;1.0;-1.3;2.5;0.6;1.3
Anomalía de la temperatura media de las mínimas;SORIA;0.7;2.2;1.0;3.4;2.0;-0.4;0.6;-0.1;-0.1;-1.0;1.3;1.0;0.9
Anomalía de la temperatura media de las mínimas;TARRAGONA;-0.7;2.4;0.6;1.1;2.0;-0.4;0.0;0.2;-0.5;-1.4;0.6;0.3;0.3
Anomalía de la temperatura media de las mínimas;TERUEL;0.5;2.9;1.1;2.5;2.1;-0.1;0.9;0.6;-0.1;-1.3;1.0;0.1;0.8
Anomalía de la temperatura media de las mínimas;TOLEDO;1.3;2.2;1.1;2.6;2.6;-0.2;2.4;0.6;0.3;-1.7;2.2;0.9;1.2
Anomalía de la temperatura media de las mínimas;VALENCIA/VALÈNCIA;0.3;2.2;2.0;2.1;2.0;0.6;1.1;0.8;-0.7;-1.6;0.9;0.2;0.9
Anomalía de la temperatura media de las mínimas;VALLADOLID;1.0;2.3;0.8;3.4;2.2;0.1;1.4;0.1;0.8;-0.8;1.8;0.7;1.1
Anomalía de la temperatura media de las mínimas;ZAMORA;1.2;2.8;1.1;3.0;2.5;-0.7;1.6;0.1;0.7;-1.2;2.0;0.8;1.2
Anomalía de la temperatura media de las mínimas;ZARAGOZA;0.0;2.2;0.7;2.6;2.2;-0.2;0.4;0.7;-0.1;-1.2;0.8;0.8;0.8
